"customer_id","name","segment","country","currency","payment_terms_days","credit_limit_pln","revenue_category","account_manager","payment_reliability","contact_email","is_active","since_date"
"C0031","Adams-Dyer","Enterprise","FR","PLN","45","1000000","Product","Aleksander Dehmel","GOOD","contact.c0031@fincorp-client.com","FALSE","2022-03-30"
"C0032","Fundacja Krakowczyk s.c.","Enterprise","NL","EUR","45","250000","Product","Lina Eberhardt","EXCELLENT","contact.c0032@fincorp-client.com","TRUE","2022-02-24"
"C0033","Lindau Reinhardt KG","Enterprise","FR","EUR","45","500000","Product","Antonio Davis","GOOD","contact.c0033@fincorp-client.com","TRUE","2022-02-24"
"C0034","Berry  Galloway and Diaz","Enterprise","FR","USD","45","2000000","Service","Megan Wilson","SLOW","contact.c0034@fincorp-client.com","TRUE","2022-10-07"
"C0035","Müller","Enterprise","DE","EUR","45","250000","Mixed","Connie Duncan","GOOD","contact.c0035@fincorp-client.com","TRUE","2021-02-28"
"C0036","Geisler","Enterprise","DE","USD","45","1000000","Service","Patryk Hyjek","GOOD","contact.c0036@fincorp-client.com","FALSE","2022-11-25"
"C0037","Gabinety Hetmańczyk-Rosada Sp.k.","Enterprise","DE","EUR","45","2000000","Product","pani Ewelina Filus","GOOD","contact.c0037@fincorp-client.com","TRUE","2021-01-11"
"C0038","Clark-Powers","Enterprise","FR","PLN","45","2000000","Mixed","Klaas Rosenow B.Eng.","GOOD","contact.c0038@fincorp-client.com","TRUE","2022-11-08"
"C0039","Watson Ltd","Enterprise","FR","PLN","45","500000","Mixed","pan Albert Wyroba","GOOD","contact.c0039@fincorp-client.com","TRUE","2024-05-21"
"C0040","Nelson Group","Enterprise","AT","USD","45","500000","Mixed","Andrew Morton","AVERAGE","contact.c0040@fincorp-client.com","TRUE","2023-06-17"
"C0041","Rohleder Schinke GmbH","Mid-Market","FR","USD","30","500000","Mixed","Artur Wiencek","GOOD","contact.c0041@fincorp-client.com","TRUE","2024-12-14"
"C0042","Geisel Stumpf GmbH & Co. OHG","Mid-Market","FR","USD","30","1000000","Mixed","Natascha Döring B.Eng.","GOOD","contact.c0042@fincorp-client.com","TRUE","2019-12-25"
"C0043","Cole-Carroll","Mid-Market","FR","USD","30","100000","Service","Olivia Täsche","GOOD","contact.c0043@fincorp-client.com","TRUE","2025-03-23"
"C0044","Grupa Szmurło Sp.k.","Mid-Market","FR","USD","30","2000000","Mixed","Damian Michniak","GOOD","contact.c0044@fincorp-client.com","FALSE","2021-02-14"
"C0045","Jackson-Smith","Mid-Market","UK","EUR","30","250000","Mixed","Zdenka Mans","AVERAGE","contact.c0045@fincorp-client.com","TRUE","2025-04-13"
"C0046","Zaguła Sp. z o.o. Sp.k.","Mid-Market","DE","EUR","30","2000000","Mixed","Gabriel Bąbel","GOOD","contact.c0046@fincorp-client.com","TRUE","2024-01-01"
"C0047","Junken Peukert Stiftung & Co. KGaA","Mid-Market","SE","USD","30","500000","Product","Bianka Dziewa","GOOD","contact.c0047@fincorp-client.com","TRUE","2019-06-06"
"C0048","Hansen-Lee","Mid-Market","PL","PLN","30","250000","Service","Kazimierz Różak","EXCELLENT","contact.c0048@fincorp-client.com","FALSE","2023-11-26"
"C0049","Wojtaszczyk-Brudny Sp. z o.o.","Mid-Market","FR","USD","30","2000000","Product","Lauren Estes","AVERAGE","contact.c0049@fincorp-client.com","FALSE","2024-07-03"
"C0050","PPUH Sajewicz-Kalinka Sp. z o.o. Sp.k.","Mid-Market","FR","PLN","30","250000","Mixed","Ben Holsten-Siering","EXCELLENT","contact.c0050@fincorp-client.com","TRUE","2020-10-28"
"C0051","Krein OHG mbH","Mid-Market","FR","PLN","30","250000","Mixed","pan Ignacy Polewka","AVERAGE","contact.c0051@fincorp-client.com","TRUE","2018-10-30"
"C0052","Gabinety Brańka-Rosołek Sp.j.","Mid-Market","SE","PLN","30","1000000","Product","Prof. Wilfriede Salz B.Sc.","AVERAGE","contact.c0052@fincorp-client.com","TRUE","2025-04-26"
"C0053","Stowarzyszenie Strzelczak","Mid-Market","UK","USD","30","2000000","Service","Albert Góraj","AVERAGE","contact.c0053@fincorp-client.com","TRUE","2025-05-13"
"C0054","Huhn Hein AG","Mid-Market","UK","EUR","30","500000","Product","Douglas Nelson","GOOD","contact.c0054@fincorp-client.com","FALSE","2018-11-17"
"C0055","Shelton-Dixon","Mid-Market","SE","EUR","30","1000000","Product","Kazimierz Łęgowik","GOOD","contact.c0055@fincorp-client.com","TRUE","2018-08-23"
"C0056","Gabinety Kołata","Mid-Market","AT","EUR","30","500000","Mixed","pan Przemysław Petryk","EXCELLENT","contact.c0056@fincorp-client.com","TRUE","2024-02-18"
"C0057","Jarka-Drobik s.c.","Mid-Market","CZ","PLN","30","1000000","Mixed","Heiko Zimmer MBA.","GOOD","contact.c0057@fincorp-client.com","TRUE","2022-06-09"
"C0058","Butler-Peters","Mid-Market","DE","EUR","30","1000000","Service","Kristin Clayton","AVERAGE","contact.c0058@fincorp-client.com","FALSE","2021-09-03"
"C0059","Herrera  Garrison and Simpson","Mid-Market","PL","PLN","30","1000000","Service","Iwo Broniek","EXCELLENT","contact.c0059@fincorp-client.com","FALSE","2021-12-22"
"C0060","Gonzalez and Sons","Mid-Market","UK","PLN","30","500000","Service","Catherine Lewis","AVERAGE","contact.c0060@fincorp-client.com","FALSE","2021-03-12"
"C0061","Mateńko-Jonczyk Sp.j.","Mid-Market","SE","EUR","30","250000","Service","Anna Scheel","AVERAGE","contact.c0061@fincorp-client.com","FALSE","2023-08-07"
"C0062","Spółdzielnia Hornik Sp.k.","Mid-Market","PL","EUR","30","500000","Mixed","Tola Grochola","AVERAGE","contact.c0062@fincorp-client.com","TRUE","2023-06-20"
"C0063","Ramos-Edwards","Mid-Market","UK","PLN","30","2000000","Mixed","Emily Miller","EXCELLENT","contact.c0063@fincorp-client.com","FALSE","2020-10-22"
"C0064","Heß Hölzenbecher e.G.","Mid-Market","PL","PLN","30","1000000","Product","Rosl Berger-Bolander","AVERAGE","contact.c0064@fincorp-client.com","TRUE","2019-11-05"
"C0065","PPUH Roj Sp.k.","Mid-Market","PL","EUR","30","1000000","Service","Cäcilie Süßebier B.Eng.","GOOD","contact.c0065@fincorp-client.com","FALSE","2023-02-18"
"C0066","Seifert","Mid-Market","NL","EUR","30","1000000","Service","Aleks Berus","AVERAGE","contact.c0066@fincorp-client.com","TRUE","2020-02-24"
"C0067","Trepczyk-Skomra Sp.j.","Mid-Market","DE","EUR","30","100000","Mixed","Prof. Kaspar Bohnbach B.Eng.","SLOW","contact.c0067@fincorp-client.com","TRUE","2021-03-15"
"C0068","Graf Hörle AG & Co. OHG","Mid-Market","NL","PLN","30","100000","Mixed","Antonie Gute","EXCELLENT","contact.c0068@fincorp-client.com","TRUE","2023-08-03"
"C0069","Rej i syn s.c.","Mid-Market","SE","PLN","30","100000","Mixed","Berndt Ortmann B.A.","GOOD","contact.c0069@fincorp-client.com","TRUE","2019-10-15"
"C0070","Lawrence PLC","Mid-Market","CZ","EUR","30","100000","Mixed","Iwo Wałek","GOOD","contact.c0070@fincorp-client.com","FALSE","2023-12-01"
"C0071","Seifert AG & Co. KGaA","Mid-Market","AT","EUR","30","250000","Mixed","Sara Harper","EXCELLENT","contact.c0071@fincorp-client.com","TRUE","2018-08-09"
"C0072","Barnes  Medina and Simpson","Mid-Market","AT","PLN","30","2000000","Product","Daniel Lara","GOOD","contact.c0072@fincorp-client.com","FALSE","2020-05-29"
"C0073","Patberg AG","Mid-Market","FR","USD","30","250000","Product","Cassandra Haynes","GOOD","contact.c0073@fincorp-client.com","TRUE","2020-04-07"
"C0074","Stowarzyszenie Pleśniak s.c.","Mid-Market","AT","USD","30","2000000","Product","Dunja Eckbauer","EXCELLENT","contact.c0074@fincorp-client.com","TRUE","2020-11-01"
"C0075","Solomon PLC","Mid-Market","FR","USD","30","500000","Product","Anni Krebs-Otto","GOOD","contact.c0075@fincorp-client.com","TRUE","2024-01-05"
"C0076","PPUH Janoszka","Mid-Market","FR","EUR","30","100000","Service","pani Sonia Koperek","GOOD","contact.c0076@fincorp-client.com","FALSE","2019-12-16"
"C0077","Mentzel GmbH & Co. OHG","Mid-Market","CZ","EUR","30","250000","Mixed","Jerzy Przekwas","GOOD","contact.c0077@fincorp-client.com","FALSE","2023-10-29"
"C0078","Bender Hövel AG","Mid-Market","UK","EUR","30","2000000","Service","Katharine Weimer","GOOD","contact.c0078@fincorp-client.com","TRUE","2019-11-30"
"C0079","Johnson  Peterson and Newton","Mid-Market","DE","EUR","30","1000000","Product","Paweł Oleksik","AVERAGE","contact.c0079@fincorp-client.com","FALSE","2022-05-30"
"C0080","Parrish  White and Stanley","Mid-Market","NL","PLN","30","1000000","Service","Carly Guerra","GOOD","contact.c0080@fincorp-client.com","FALSE","2021-09-03"
"C0081","Stowarzyszenie Maras-Maciuszek Sp. z o.o.","Mid-Market","SE","EUR","30","500000","Service","Rafael van der Dussen","GOOD","contact.c0081@fincorp-client.com","TRUE","2023-01-20"
"C0082","Romero  Carr and Sims","Mid-Market","PL","USD","30","250000","Product","Krystyna Bachmann B.A.","GOOD","contact.c0082@fincorp-client.com","FALSE","2019-10-22"
"C0083","Aumann Stadelmann GmbH & Co. KG","Mid-Market","UK","USD","30","250000","Mixed","Konrad Karsznia","AVERAGE","contact.c0083@fincorp-client.com","FALSE","2019-04-20"
"C0084","Stowarzyszenie Fedyk-Langa Sp. z o.o.","Mid-Market","UK","PLN","30","100000","Service","Aaron Washington","GOOD","contact.c0084@fincorp-client.com","FALSE","2024-10-24"
"C0085","Gabinety Żuberek Sp. z o.o. Sp.k.","Mid-Market","SE","EUR","30","2000000","Service","pan Mieszko Henke","AVERAGE","contact.c0085@fincorp-client.com","TRUE","2025-02-03"
"C0086","Spółdzielnia Wowra","Mid-Market","FR","USD","30","2000000","Service","Tymoteusz Dylong","GOOD","contact.c0086@fincorp-client.com","FALSE","2018-08-10"
"C0087","Röhrdanz","Mid-Market","AT","EUR","30","500000","Product","Megan Mccann","EXCELLENT","contact.c0087@fincorp-client.com","TRUE","2024-03-22"
"C0088","Aleksandrzak s.c.","Mid-Market","NL","PLN","30","2000000","Mixed","Clarissa Grein Groth B.A.","GOOD","contact.c0088@fincorp-client.com","TRUE","2023-11-03"
"C0089","Reichmann KG","Mid-Market","SE","USD","30","1000000","Service","Anna Maria Wijata","GOOD","contact.c0089@fincorp-client.com","TRUE","2022-07-27"
"C0090","Lucas  Hines and White","Mid-Market","SE","EUR","30","250000","Service","Faith Krause","GOOD","contact.c0090@fincorp-client.com","TRUE","2018-10-31"
"C0091","Käster","Mid-Market","PL","USD","30","2000000","Product","Katherine Wolfe","GOOD","contact.c0091@fincorp-client.com","TRUE","2019-04-03"
"C0092","Fundacja Jagieło Sp.j.","Mid-Market","PL","USD","30","500000","Mixed","Claudia Hellwig","GOOD","contact.c0092@fincorp-client.com","FALSE","2024-11-20"
"C0093","Jones  Fields and Anderson","Mid-Market","DE","PLN","30","2000000","Service","Elżbieta Kawiak","AVERAGE","contact.c0093@fincorp-client.com","FALSE","2018-11-06"
"C0094","Pölitz GmbH","Mid-Market","UK","EUR","30","250000","Product","Margarete Hermighausen","GOOD","contact.c0094@fincorp-client.com","FALSE","2022-02-13"
"C0095","Koch Ltd","Mid-Market","DE","PLN","30","1000000","Service","Vladimir Cichorius","EXCELLENT","contact.c0095@fincorp-client.com","TRUE","2022-05-13"
"C0096","Graham-Bryant","Mid-Market","CZ","PLN","30","2000000","Service","Vadim Fritsch","EXCELLENT","contact.c0096@fincorp-client.com","TRUE","2023-10-12"
"C0097","Salz e.V.","Mid-Market","DE","USD","30","1000000","Mixed","Jorge Ladeck-Börner","GOOD","contact.c0097@fincorp-client.com","FALSE","2021-11-05"
"C0098","PPUH Łokietek","Mid-Market","UK","EUR","30","500000","Mixed","Rhonda Gilbert","AVERAGE","contact.c0098@fincorp-client.com","TRUE","2019-09-27"
"C0099","Fundacja Nieścioruk Sp. z o.o.","Mid-Market","PL","USD","30","100000","Product","Maksymilian Mol","GOOD","contact.c0099@fincorp-client.com","TRUE","2024-07-16"
"C0100","Camacho Ltd","Mid-Market","DE","PLN","30","250000","Product","Tania Faust","EXCELLENT","contact.c0100@fincorp-client.com","TRUE","2020-04-06"
"C0101","Łukowicz-Huszcza i syn s.c.","Mid-Market","PL","EUR","30","1000000","Mixed","Bradley Hays","AVERAGE","contact.c0101@fincorp-client.com","TRUE","2021-07-07"
"C0102","Jones PLC","Mid-Market","PL","PLN","30","500000","Mixed","Keith Castaneda","GOOD","contact.c0102@fincorp-client.com","FALSE","2025-04-01"
"C0103","Kuświk-Mich s.c.","Mid-Market","DE","USD","30","250000","Service","Kamil Krężołek","GOOD","contact.c0103@fincorp-client.com","FALSE","2023-03-23"
"C0104","Nijak Sp.j.","Mid-Market","DE","USD","30","250000","Mixed","Ewelina Roch","GOOD","contact.c0104@fincorp-client.com","TRUE","2021-09-16"
"C0105","Eberhardt GmbH & Co. OHG","Mid-Market","CZ","PLN","30","100000","Product","Marianna Kniaź","GOOD","contact.c0105@fincorp-client.com","TRUE","2019-08-17"
"C0106","Newman-Lowe","Mid-Market","UK","PLN","30","1000000","Mixed","Gilda Radisch","GOOD","contact.c0106@fincorp-client.com","FALSE","2019-03-24"
"C0107","Spółdzielnia Rajda","Mid-Market","AT","USD","30","2000000","Service","Michael Khan","AVERAGE","contact.c0107@fincorp-client.com","TRUE","2019-12-28"
"C0108","FPUH Domka Sp. z o.o.","Mid-Market","PL","EUR","30","500000","Mixed","Wladimir Weihmann","GOOD","contact.c0108@fincorp-client.com","TRUE","2019-06-03"
"C0109","Vogt Drubin KG","Mid-Market","DE","PLN","30","2000000","Mixed","Marcin Ragan","EXCELLENT","contact.c0109@fincorp-client.com","TRUE","2020-04-13"
"C0110","Fundacja Magryta Sp. z o.o.","Mid-Market","PL","PLN","30","1000000","Mixed","Eliza Szajner","AVERAGE","contact.c0110@fincorp-client.com","TRUE","2020-12-11"
"C0111","Taylor  Galloway and Morse","Mid-Market","CZ","USD","30","1000000","Mixed","Lutz Schäfer","AVERAGE","contact.c0111@fincorp-client.com","TRUE","2024-01-03"
"C0112","Fundacja Kunert S.A.","Mid-Market","UK","EUR","30","1000000","Service","Igor Ciesiółka","GOOD","contact.c0112@fincorp-client.com","TRUE","2024-02-09"
"C0113","FPUH Banyś-Gmurczyk Sp.j.","Mid-Market","CZ","EUR","30","1000000","Mixed","Marika Malcharek","AVERAGE","contact.c0113@fincorp-client.com","TRUE","2025-05-19"
"C0114","Gabinety Brzeźniak-Łyskawa s.c.","Mid-Market","FR","USD","30","100000","Service","Anthony Acevedo","EXCELLENT","contact.c0114@fincorp-client.com","TRUE","2024-06-10"
"C0115","Schaaf","Mid-Market","AT","EUR","30","100000","Service","Witold Zbrzeźniak","EXCELLENT","contact.c0115@fincorp-client.com","FALSE","2018-12-12"
"C0116","Wicha-Magryta s.c.","Mid-Market","FR","PLN","30","250000","Mixed","Alan Potok","GOOD","contact.c0116@fincorp-client.com","FALSE","2020-08-27"
"C0117","Riehl Kallert AG & Co. KG","Mid-Market","UK","PLN","30","250000","Service","Eryk Kosiak","GOOD","contact.c0117@fincorp-client.com","TRUE","2025-05-08"
"C0118","Krebs Meister GbR","Mid-Market","UK","USD","30","1000000","Product","Iwo Waloszek","EXCELLENT","contact.c0118@fincorp-client.com","TRUE","2019-11-21"
"C0119","Hering GmbH & Co. KGaA","Mid-Market","CZ","EUR","30","2000000","Product","pan Kacper Gałach","AVERAGE","contact.c0119@fincorp-client.com","TRUE","2024-02-12"
"C0120","Grupa Chwała","Mid-Market","SE","PLN","30","1000000","Product","Christine Conley","GOOD","contact.c0120@fincorp-client.com","FALSE","2024-12-22"
"C0121","Wilcox  Ross and Mullen","Mid-Market","AT","USD","30","500000","Service","Filip Kochel","AVERAGE","contact.c0121@fincorp-client.com","FALSE","2023-06-23"
"C0122","Gabinety Wendt-Dawidek s.c.","Mid-Market","SE","EUR","30","2000000","Product","Marianna Kostolzin-Rust","AVERAGE","contact.c0122@fincorp-client.com","TRUE","2020-12-13"
"C0123","Dehmel","Mid-Market","CZ","PLN","30","500000","Service","pan Gustaw Witkowicz","GOOD","contact.c0123@fincorp-client.com","TRUE","2019-12-02"
"C0124","PPUH Pituła","Mid-Market","PL","EUR","30","500000","Mixed","Łukasz Księżak","AVERAGE","contact.c0124@fincorp-client.com","TRUE","2020-05-28"
"C0125","Striebitz e.G.","Mid-Market","UK","USD","30","1000000","Service","Melania Mętel","GOOD","contact.c0125@fincorp-client.com","FALSE","2023-11-07"
"C0126","Kraushaar","Mid-Market","UK","EUR","30","250000","Mixed","Adrian Styn","GOOD","contact.c0126@fincorp-client.com","FALSE","2022-09-22"
"C0127","Charles-Garza","Mid-Market","SE","EUR","30","100000","Service","Ing. Holm Meyer B.Eng.","AVERAGE","contact.c0127@fincorp-client.com","FALSE","2024-03-23"
"C0128","Speer e.V.","Mid-Market","FR","USD","30","250000","Service","Hanni Hoffmann","EXCELLENT","contact.c0128@fincorp-client.com","TRUE","2022-12-18"
"C0129","Boucsein Wilms e.G.","Mid-Market","NL","PLN","30","1000000","Product","pan Przemysław Kasperczak","AVERAGE","contact.c0129@fincorp-client.com","TRUE","2022-04-27"
"C0130","Jones Group","Mid-Market","CZ","EUR","30","250000","Product","Herr Isidor Schleich","AVERAGE","contact.c0130@fincorp-client.com","TRUE","2024-10-24"
"C0131","Seifert","SME","NL","USD","14","1000000","Mixed","Anita Dzwonnik","EXCELLENT","contact.c0131@fincorp-client.com","TRUE","2021-04-14"
"C0132","PPUH Gral-Mak Sp.k.","SME","FR","EUR","14","1000000","Mixed","Nuray Bolzmann","EXCELLENT","contact.c0132@fincorp-client.com","TRUE","2023-02-27"
"C0133","Sanders Inc","SME","SE","USD","14","500000","Product","Elmar Franke","EXCELLENT","contact.c0133@fincorp-client.com","FALSE","2021-02-24"
"C0134","Jockel","SME","DE","USD","14","100000","Service","Olgierd Malcher","GOOD","contact.c0134@fincorp-client.com","TRUE","2020-05-04"
"C0135","Klotz Gute GmbH","SME","PL","PLN","14","500000","Product","Brianna Foster","GOOD","contact.c0135@fincorp-client.com","TRUE","2020-07-21"
"C0136","Lipok-Jachimczak Sp. z o.o.","SME","NL","EUR","14","250000","Product","Inga Żelazek","AVERAGE","contact.c0136@fincorp-client.com","TRUE","2025-03-26"
"C0137","Clark-Sandoval","SME","CZ","PLN","14","100000","Mixed","Pam Williams","AVERAGE","contact.c0137@fincorp-client.com","TRUE","2018-11-07"
"C0138","Fundacja Grunt S.A.","SME","UK","USD","14","250000","Product","Aurelia Gabrych","AVERAGE","contact.c0138@fincorp-client.com","TRUE","2019-12-05"
"C0139","Brzykcy i syn s.c.","SME","UK","EUR","14","100000","Service","Anett Pruschke","GOOD","contact.c0139@fincorp-client.com","TRUE","2023-12-18"
"C0140","Wilson  James and Williams","SME","DE","EUR","14","500000","Mixed","Kazimierz Marciniszyn","GOOD","contact.c0140@fincorp-client.com","FALSE","2023-08-20"
"C0141","Walter PLC","SME","AT","EUR","14","500000","Product","Mark Kroker","AVERAGE","contact.c0141@fincorp-client.com","FALSE","2024-04-30"
"C0142","Mata-Thompson","SME","DE","PLN","14","1000000","Mixed","Anthony Jarvis","GOOD","contact.c0142@fincorp-client.com","TRUE","2018-09-11"
"C0143","Key  Green and Thomas","SME","AT","PLN","14","1000000","Service","Iwona Roskoth","EXCELLENT","contact.c0143@fincorp-client.com","TRUE","2021-03-09"
"C0144","Kusch","SME","UK","EUR","14","250000","Mixed","Nathan Carter","GOOD","contact.c0144@fincorp-client.com","TRUE","2024-04-03"
"C0145","Jessel Preiß GbR","SME","SE","USD","14","500000","Mixed","Alexa Sauer","GOOD","contact.c0145@fincorp-client.com","TRUE","2025-05-10"
"C0146","Laszkiewicz-Kastelik i syn s.c.","SME","PL","EUR","14","1000000","Product","Melissa Crawford","GOOD","contact.c0146@fincorp-client.com","TRUE","2022-08-31"
"C0147","Grupa Morka","SME","DE","EUR","14","500000","Mixed","Angela Burke","AVERAGE","contact.c0147@fincorp-client.com","TRUE","2020-09-14"
"C0148","Hoffman-Kidd","SME","SE","PLN","14","2000000","Service","Melanie Sauer","GOOD","contact.c0148@fincorp-client.com","TRUE","2025-02-19"
"C0149","Gehringer GbR","SME","AT","EUR","14","500000","Mixed","Heidemarie Fritsch-Stiebitz","GOOD","contact.c0149@fincorp-client.com","TRUE","2020-06-09"
"C0150","Allison LLC","SME","UK","PLN","14","250000","Product","Annika Dietz","AVERAGE","contact.c0150@fincorp-client.com","TRUE","2019-05-04"
"C0151","Taylor PLC","SME","DE","EUR","14","100000","Service","Tyler Mckinney","EXCELLENT","contact.c0151@fincorp-client.com","FALSE","2021-05-30"
"C0152","Seifert Stiffel GmbH","SME","NL","USD","14","500000","Mixed","Maksymilian Stark","AVERAGE","contact.c0152@fincorp-client.com","TRUE","2022-09-25"
"C0153","Steckel GmbH","SME","DE","USD","14","250000","Service","Jędrzej Soczewka","EXCELLENT","contact.c0153@fincorp-client.com","TRUE","2020-06-17"
"C0154","Geisel Johann KG","SME","SE","USD","14","100000","Mixed","Konrad Sip","AVERAGE","contact.c0154@fincorp-client.com","TRUE","2019-02-13"
"C0155","Gude","SME","FR","PLN","14","250000","Product","Jennifer Simmons","EXCELLENT","contact.c0155@fincorp-client.com","TRUE","2024-08-27"
"C0156","Samul Sp. z o.o. Sp.k.","SME","UK","PLN","14","100000","Product","Albert Wilkos","GOOD","contact.c0156@fincorp-client.com","FALSE","2020-09-20"
"C0157","Nelson  Ayers and Day","SME","UK","EUR","14","2000000","Service","Michael Garcia","GOOD","contact.c0157@fincorp-client.com","FALSE","2021-07-24"
"C0158","Wohlgemut Kruschwitz GmbH","SME","DE","EUR","14","2000000","Service","Lori Rivera","GOOD","contact.c0158@fincorp-client.com","TRUE","2020-01-06"
"C0159","Cordova  Shaw and Jones","SME","NL","PLN","14","1000000","Service","John Harper","GOOD","contact.c0159@fincorp-client.com","TRUE","2025-05-13"
"C0160","Klotz GmbH","SME","DE","USD","14","500000","Mixed","Carsten Hein","GOOD","contact.c0160@fincorp-client.com","TRUE","2020-05-05"
"C0161","PPUH Szyc-Lesisz i syn s.c.","SME","FR","EUR","14","250000","Product","Attila Neureuther","AVERAGE","contact.c0161@fincorp-client.com","TRUE","2025-06-03"
"C0162","Wright-Huber","SME","SE","USD","14","2000000","Product","Theresa Brown","EXCELLENT","contact.c0162@fincorp-client.com","TRUE","2022-03-08"
